,productBrand,productCategory,commission
2690,Surville Enterprises Corp,MISC. IMPORTED CORDIALS & LIQUEURS,0.13
2691,"Winebow, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.18
2692,"Cedar Ridge Vineyards,LLC",SINGLE MALT SCOTCH,0.12
2693,PERNOD RICARD USA,American Cordials & Liqueurs,0.29
2694,"Bucktown Distilling Co., LLC / Artisan Grain Distillery",Straight Rye Whiskies,0.09
2695,"Bucktown Distilling Co., LLC / Artisan Grain Distillery",Gold Rum,0.31
2696,Prestige Wine and Spirits Group,DISTILLED SPIRITS SPECIALTY,0.18
2697,CARRIAGE HOUSE IMPORTS,Imported Cordials & Liqueur,0.08
2698,Serralles USA,JAMAICA RUM,0.31
2699,Marsalle Company,STRAIGHT RYE WHISKIES,0.09
2700,Rogue Ales and Spirits,,0.12
2701,Traverse City Whiskey Co,Straight Rye Whiskies,0.2
2702,Vodquila LLC,DISTILLED SPIRITS SPECIALTY,0.13
2703,Anchor Distilling,,0.26
2704,Swiss Cellars,IRISH WHISKIES,0.23
2705,HOTALING & CO,Straight Rye Whiskies,0.27
2706,"Pennsylvania Pure Distilleries, LLC",Special Order Items,0.27
2707,McCormick Distilling Co.,Delisted Items,0.0
2708,Park Street Imports,American Vodka,
2709,Jim Beam Brands,WHITE CREME DE MENTHE,0.2
2710,A V BRANDS INC,American Vodka,0.0
2711,SAZERAC NORTH AMERICA,Imported Distilled Spirits Specialty,0.22
2712,YAHARA BAY DISTILLERS INC,American Cordials & Liqueurs,0.18
2713,Pernod Ricard USA/Austin Nichols,CREME DE ALMOND,0.16
2714,Mhw LTD,Single Barrel Bourbon Whiskies,0.16
2715,Anchor Distilling (PREISS IMPORTS),STRAIGHT RYE WHISKIES,0.17
2716,CVI Brands / California Vineyards Inc,Straight Rye Whiskies,0.14
2717,HAAS BROTHERS,Mezcal,0.13
2718,Glass Revolution Imports,Single Malt Scotch,0.31
2719,Mhw LTD,American Sloe Gins,0.21
2720,MS WALKER INC,Gold Rum,0.18
2721,Paterno Imports LTD / Terlato Wines International,Imported Cordials & Liqueur,0.21
2722,Anchor Distilling,TEQUILA,0.05
2723,Spirits Of The USA,TEQUILA,0.05
2724,HOTALING & CO,White Rum,0.23
2725,Levecke Corporation,Spiced Rum,0.33
2726,"Drum Circle Distilling, LLC",Spiced Rum,0.25
2727,Domaine Charbay,VODKA 80 PROOF,0.05
2728,Modern Spirits,VODKA 80 PROOF,0.03
2729,"Boffo Brands, LLC",VODKA FLAVORED,0.13
2730,Pernod Ricard USA/Austin Nichols,VODKA FLAVORED,0.08
2731,Churchill Vineyards,American Vodkas,0.1
2732,CARRIAGE HOUSE IMPORTS,Imported Vodkas,0.29
2733,PACIFIC EDGE WINE & SPIRITS,Scotch Whiskies,0.12
2734,High West Distillery,BLENDED WHISKIES,0.33
2735,Anchor Distilling,AMERICAN DRY GINS,0.28
2736,YAHARA BAY DISTILLERS INC,American Dry Gins,0.06
2737,"William Grant and Sons, Inc.",CANADIAN WHISKIES,0.25
2738,Laird And Company,CANADIAN WHISKIES,0.15
2739,Purple Valley Imports,Canadian Whiskies,0.05
2740,US Stone Castle Imports LLC,Imported Brandies,0.27
2741,Purple Valley Imports,Imported Dry Gins,0.15
2742,Highclere Castle Spirits,Imported Dry Gins,0.05
2743,SUTTER HOME WINERY INC / Trinchero Family Estates,100% Agave Tequila,0.16
2744,Mccormick Distilling Company,AMERICAN COCKTAILS,0.19
2745,"Cedar Ridge Vineyards,LLC",TENNESSEE WHISKIES,0.18
2746,Prairie Creek Beverages LLC,Tennessee Whiskies,0.3
2747,Tenn South Distillery / Big Machine Distillery,Tennessee Whiskies,0.14
2748,Mccormick Distilling Company,PEPPERMINT SCHNAPPS,0.2
2749,"Sion Farm Distillery / Twin City Island Spirits, Inc",American Flavored Vodka,0.17
2750,The Country Vintner,STRAIGHT BOURBON WHISKIES,0.15
2751,Trinchero Family Estates,STRAIGHT BOURBON WHISKIES,0.22
2752,McCormick Distilling Co.,Straight Bourbon Whiskies,0.14
2753,Coup de Foudre LLC,Straight Bourbon Whiskies,0.33
2754,Boot Hill Distillery LLC,Straight Bourbon Whiskies,0.16
2755,KOVAL DISTILLERY,American Cordials & Liqueur,0.16
2756,Total Beverage Solutions,PUERTO RICO & VIRGIN ISLANDS RUM,0.26
2757,Western Spirits Beverage Co. LLC,MISC. AMERICAN CORDIALS & LIQUEURS,0.05
2758,Temperance Distiling Company,MISC. AMERICAN CORDIALS & LIQUEURS,0.21
2759,CEDAR RIDGE VINEYARDS LL,Corn Whiskies,0.24
2760,Old Elk Distilleries LLC,Straight Rye Whiskies,0.18
2761,DISARONNO INTERNATIONAL,Imported Cordials & Liqueur,0.24
2762,"Bacardi U.S.A., Inc.",IRISH WHISKIES,0.25
2763,William Grant & Sons Inc,Flavored Gin,0.13
2764,REMY COINTREAU USA         .,SINGLE MALT SCOTCH,0.05
2765,"W. J. Deutsch And Sons, Ltd.",BARBADOS RUM,0.17
2766,Anchor Distilling (PREISS IMPORTS),HIGH PROOF BEER - AMERICAN,0.32
2767,Edrington Group USA LLC,JAMAICA RUM,0.2
2768,Laird And Company,AMERICAN AMARETTO,0.24
2769,Castle Brands,Gold Rum,0.1
2770,Pacific Edge Wine and Spirits,,0.3
2771,Brown-Forman Corporation,STRAIGHT RYE WHISKIES,0.25
2772,"Sazerac Co., Inc.",JAMAICA RUM,0.1
2773,"Speakeasy Spirits, LLC",DISTILLED SPIRITS SPECIALTY,0.04
2774,SQUARE ONE ORGANIC SPIRITS,Special Order Items,0.07
2775,Gemini Spirits,JAPANESE WHISKY,0.23
2776,Brown Forman Corp.,Holiday VAP,
2777,BROADBENT VENTURES LLC,American Cordials & Liqueurs,0.49
2778,WhistlePig,Straight Rye Whiskies,
2779,"Yahara Bay Distillers, Inc",APRICOT BRANDIES,0.12
2780,PACIFIC EDGE WINE & SPIRITS,Mezcal,0.05
2781,COOPER SPIRITS INTERNATIONAL,Imported Cordials & Liqueur,0.16
2782,"Worldwide Libations, LLC",Special Order Items,0.28
2783,Prichards Distillery Inc,Special Order Items,0.13
2784,Hood River Distillers,Single Malt Scotch,0.33
2785,HOTALING & CO,Imported Vodka,0.32
2786,"Tequilas Premium, Inc",Special Order Items,0.25
2787,Glass Revolution Imports,Aged Dark Rum,0.31
2788,MODERN SPIRIT LLC / Greenbar Distillery,Special Order Items,0.31
2789,PROXIMO,White Rum,0.29
2790,Park Street Imports-Voli,IMPORTED VODKA,0.13
2791,Campari(skyy),IMPORTED VODKA,0.11
2792,"USA Wine West, LLC",Irish Whiskies,0.26
2793,HPSepicurean LLC / Preiss Imports,Irish Whiskies,0.04
2794,Dry Fly Distilling,VODKA 80 PROOF,0.27
2795,RS Lipman Company LLC,BLENDED WHISKIES,0.2
2796,"St. George Spirit, Inc",AMERICAN DRY GINS,0.17
2797,United Spirits Inc,American Dry Gins,0.31
2798,Caffo Beverages Inc,Imported Brandies,0.1
2799,Wilderness Trail Distillery,Straight Bourbon Whiskies,0.21
2800,3 BADGE MIXOLOGY,Straight Bourbon Whiskies,0.0
2801,Chuckanut Bay Distillery,Straight Bourbon Whiskies,0.17
2802,Phillips Beverage,Straight Bourbon Whiskies,0.14
2803,Paterno Imports LTD,Imported Cordials & Liqueurs,0.22
2804,LEVECKE CORP,PUERTO RICO & VIRGIN ISLANDS RUM,0.29
2805,Duggan's Distillers Products Corp,PUERTO RICO & VIRGIN ISLANDS RUM,0.07
2806,Park Street Imports,PUERTO RICO & VIRGIN ISLANDS RUM,0.16
2807,"Foundry Distilling Company, LLC",,0.11
2808,Piedmont Distillers,AMERICAN ALCOHOL,0.08
2809,RJ Importers LLC,Aged Dark Rum,0.12
2810,Flemish Lion LLC,Imported Distilled Spirit Specialty,0.2
2811,Levecke Corporation,American Vodka,0.1
2812,BENDISTILLERY,Special Order Items,0.16
2813,The Wine Group,IRISH WHISKIES,0.11
2814,MHW Ltd,IRISH WHISKIES,0.26
2815,"TY KU, LLC",,0.06
2816,Duggan's Distillers Products Corp,MISCELLANEOUS  BRANDIES,0.2
2817,A HARDY USA LTD,Special Order Items,0.29
2818,DEHNER DISTILLERY,Imported Vodka,0.76
2819,Pernod Ricard USA/Austin Nichols,APPLE SCHNAPPS,0.29
2820,MHW Ltd,BUTTERSCOTCH SCHNAPPS,0.26
2821,Fredrick Wildman & Son,Imported Distilled Spirit Specialty,0.11
2822,MARSALLE COMPANY,Imported Cordials & Liqueur,0.67
2823,Kings Country Distillery,,0.28
2824,Jim Beam Brands,Flavored Gin,0.09
2825,Mara Imports,Imported Distilled Spirit Specialty,0.04
2826,Vino.com dba Total Beverage Solution,Gold Rum,0.12
2827,Patron Spirits Company,,0.29
2828,SUTTER HOME WINERY INC,White Rum,0.29
2829,Gemini Spirits,Irish Whiskies,0.26
2830,The Country Vintner,VODKA 80 PROOF,0.22
2831,Mutual Wholesale Liquor Inc,Imported Vodkas,0.31
2832,"Black Sea Imports, Inc",Imported Vodkas,0.11
2833,Campari(skyy),SCOTCH WHISKIES,0.13
2834,Shand Import LLC,Scotch Whiskies,0.05
2835,Prichards Distillery Inc,Whiskey Liqueur,0.15
2836,Leatherbee Distillers,AMERICAN DRY GINS,0.13
2837,American Spirits Exchange,AMERICAN DRY GINS,0.06
2838,"San Luis Spirits, Inc.",American Dry Gins,0.2
2839,JEM Beverage Company,American Dry Gins,0.14
2840,SERRALLES USA,American Schnapps,0.19
2841,Classic Wine Imports,IMPORTED DRY GINS,0.21
2842,Levecke Corporation,Imported Brandies,0.24
2843,"Yahara Bay Distillers, Inc",TENNESSEE WHISKIES,0.21
2844,MHW Ltd,PEPPERMINT SCHNAPPS,0.22
2845,Sidney Frank Importing Co.,IMPORTED GRAPE BRANDIES,0.05
2846,Middle West Spirits,Straight Bourbon Whiskies,0.06
2847,DC Beverage LLC,Straight Bourbon Whiskies,0.07
2848,Jim Beam Brands,AMERICAN SLOE GINS,0.09
2849,"W. J. Deutsch And Sons, Ltd.",DISTILLED SPIRITS SPECIALTY,0.23
2850,"Palm Bay Imports, Inc.",JAPANESE WHISKY,0.28
2851,Vision Wine & Spirit LLC,Imported Cordials & Liqueur,0.07
2852,SAZERAC COMPANY  INC,Holiday VAP,
2853,MISSISSIPPI RIVER DISTIL,American Distilled Spirits Specialty,0.71
2854,Pernod Ricard USA/Austin Nichols,RASPBERRY SCHNAPPS,0.09
2855,United Spirits Inc,Gold Rum,0.13
2856,VBJ Beverages LLC,American Cordials & Liqueurs,0.0
2857,CVI Brands,Straight Rye Whiskies,0.05
2858,"Sagamore Whiskey, LLC",American Distilled Spirit Specialty,0.07
2859,Gargoyle Enterprises / Laws Whiskey House,Bottled in Bond Bourbon,0.23
2860,CONSTELLATION BRANDS INC,Delisted Items,0.0
2861,PACIFIC EDGE WINE & SPIRITS,Flavored Rum,0.14
2862,WERNER DISTILLING,Flavored Rum,0.2
2863,Headframe Spirits,Cream Liqueurs,0.12
2864,A HARDY USA LTD,Irish Whiskies,0.2
2865,Campari,VODKA FLAVORED,0.2
2866,CHATHAM IMPORTS INC,American Vodkas,0.15
2867,KLIN SPIRITS,Imported Vodkas,0.13
2868,Levecke Corporation,Whiskey Liqueur,0.09
2869,PALM BAY INTERNATIONAL,Blended Whiskies,0.04
2870,YAHARA BAY DISTILLERS INC,Imported Brandies,0.18
2871,Purple Valley Imports / Glass Revolution Imports,Imported Dry Gins,0.26
2872,SUTTER HOME WINERY INC,100% Agave Tequila,0.15
2873,Stoller Warehouse,100% Agave Tequila,0.22
2874,Bendistillery,IMPORTED VODKA - MISC,0.13
2875,Copper & Kings American Brandy Company,American Cordials & Liqueur,0.18
2876,Anchor Distilling,MISC. AMERICAN CORDIALS & LIQUEURS,0.31
2877,3 Badge Mixology,CORN WHISKIES,0.12
2878,Keepers Quest Inc,Straight Rye Whiskies,0.28
2879,CEDAR RIDGE VINEYARDS LL,Bottled in Bond Bourbon,0.32
2880,"Foundry Distilling Company, LLC",Single Barrel Bourbon Whiskies,0.09
2881,Reservoir Distillery,American Distilled Spirit Specialty,0.2
2882,Ransom Spirits LLC,Straight Rye Whiskies,0.07
2883,"St. George Spirit, Inc",,0.04
2884,Pacific Edge Wine and Spirits,SINGLE MALT SCOTCH,0.29
2885,Dry Fly Distilling,,0.28
2886,"Puente International, Inc.",Mezcal,0.09
2887,Red Boot Distillery,Straight Rye Whiskies,0.3
2888,PROST BEVERAGE COMPANY,,0.12
2889,"Sazerac Co., Inc.",SCHNAPPS - IMPORTED,0.16
2890,STOLLER IMPORTS INC / MARSALLE COMPANY,Special Order Items,0.16
2891,Mountain Laurel Spirits LLC,Straight Rye Whiskies,0.22
2892,Middle West Spirits,Straight Rye Whiskies,0.05
2893,Campari America,American Cordials & Liqueurs,0.11
2894,PALM BAY INTERNATIONAL,Single Barrel Bourbon Whiskies,0.12
2895,Prichards Distillery Inc,American Distilled Spirit Specialty,0.23
2896,Baron Nahmias Inc,Corn Whiskies,0.24
2897,Fredrick Wildman & Son,Flavored Gin,0.23
2898,PALM BAY INTERNATIONAL,Triple Sec,0.27
2899,Tanteo Tequila,TEQUILA,0.13
2900,Surville Enterprises Corp,TEQUILA,0.22
2901,Domaine Charbay,TEQUILA,0.08
2902,BRECKENRIDGE DISTILLERY,Spiced Rum,0.07
2903,A V BRANDS INC,Flavored Rum,0.28
2904,Surville Enterprises Corp,CREAM LIQUEURS,0.17
2905,"San Luis Spirits, Inc.",VODKA 80 PROOF,0.05
2906,Woody Creek Distillers,VODKA 80 PROOF,0.13
2907,Drink Dogg Alcohol Imports,Imported Vodkas,0.33
2908,"Marussia Beverages USA, Inc / Niche Import",Imported Vodkas,0.29
2909,"Palm Bay Imports, Inc.",SCOTCH WHISKIES,0.21
2910,Vision Wine & Spirit LLC,Whiskey Liqueur,0.13
2911,Boot Hill Distillery LLC,Blended Whiskies,0.19
2912,"Splinter Group Napa, LLC",Blended Whiskies,0.37
2913,OLE SMOKY DISTILLERY LLC,Blended Whiskies,0.3
2914,Heavenly Spirits LLC,Blended Whiskies,0.0
2915,BuzzBox Beverages,AMERICAN COCKTAILS,0.12
2916,CHATHAM IMPORTS INC,American Cordials & Liqueur,0.24
2917,"Yahara Bay Distillers, Inc",PUERTO RICO & VIRGIN ISLANDS RUM,0.33
2918,"Whyte and Machay(Americas) Limited,L",MISC. AMERICAN CORDIALS & LIQUEURS,0.08
2919,Templeton Distilling LLC,American Distilled Spirit Specialty,0.29
2920,Lonely Oak Distillery,,0.05
2921,VINO COM LLC,Aged Dark Rum,0.16
2922,The House of Burgundy Inc,Imported Distilled Spirit Specialty,0.21
2923,One Eight Distilling LLC,Straight Rye Whiskies,0.29
2924,"Topa Spirits, LLC",,0.09
2925,10th Mountain Whiskey & Spirit Company,Corn Whiskies,0.11
2926,Surville Enterprises Corp,DISTILLED SPIRITS SPECIALTY,0.32
2927,Park Street-G'Day,,0.18
2928,Pittsburgh Distilling Company LLC,American Distilled Spirit Specialty,0.11
2929,Park Street Imports-High Stick Vodka,,0.23
2930,McCormick Distilling Co.,Holiday VAP,
2931,Skyy Spirits Inc,Holiday VAP,
2932,"Sidney Frank Importing Company, Inc.",Holiday VAP,0.73
2933,Mhw LTD,Holiday VAP,0.82
2934,WESTERN SPIRITS BEVERAGE,Temporary &  Specialty Packages,0.22
2935,Sazerac North America,WATERMELON SCHNAPPS,0.25
2936,Hawaii Sea Spirits LLC,American Vodka,0.44
2937,PROST BEVERAGE COMPANY,Single Barrel Bourbon Whiskies,0.08
2938,Richland Distilling Company LLC,Aged Dark Rum,0.05
2939,Phillips Beverage,Mezcal,0.26
2940,Shaw-Ross International,White Rum,0.21
2941,United Spirits Inc,White Rum,0.23
2942,Park Street Imports,Spiced Rum,0.24
2943,Phillips Beverage Company,FLAVORED RUM,0.04
2944,Koloa Rum Company,FLAVORED RUM,0.23
2945,Callisto Spirits Company,Flavored Rum,0.2
2946,"Adamba Imports Int'l, Inc.",IMPORTED VODKA,0.06
2947,PACIFIC EDGE WINE & SPIRITS,Irish Whiskies,0.18
2948,Middle West Spirits,American Vodkas,0.2
2949,Luxco-Cleveland,SCOTCH WHISKIES,0.17
2950,SUTTER HOME WINERY INC / Trinchero Family Estates,Blended Whiskies,0.13
2951,Churchill Vineyards,American Dry Gins,0.13
2952,"Vintage Wine Estates, INC",American Dry Gins,0.27
2953,"Paterno Imports, Ltd.",IMPORTED DRY GINS,0.17
2954,CLASSIC WINE IMPORTS,Imported Brandies,0.73
2955,PALM BAY INTERNATIONAL,Imported Brandies,0.17
2956,Vino.com dba Total Beverage Solution,Imported Brandies,0.24
2957,"William Grant and Sons, Inc.",STRAIGHT BOURBON WHISKIES,0.05
2958,Stoller Warehouse,Temporary & Specialty Packages,0.23
2959,PROXIMO,Delisted Items,0.0
2960,Iowa Distilling Company,CORN WHISKIES,0.19
2961,Barrel House Distilling Co.,DISTILLED SPIRITS SPECIALTY,0.28
2962,"Sazerac Co., Inc.",OTHER PROOF VODKA,0.27
2963,Serralles USA,TRIPLE SEC,0.25
2964,"Boffo Brands, LLC",,0.04
2965,"A Hardy / U.S.A., Ltd.",IRISH WHISKIES,0.15
2966,Anchor Distilling,IMPORTED DRY GINS,0.24
2967,SAZERAC NORTH AMERICA,Imported Cordials & Liqueur,0.24
2968,SAZERAC COMPANY  INC,Imported Distilled Spirits Specialty,
2969,Shand Import LLC,Flavored Gin,0.24
2970,Levecke Corporation,Coffee Liqueurs,0.2
2971,Anchor Distilling,STRAIGHT RYE WHISKIES,0.12
2972,Allegheny Distilling LLC,Aged Dark Rum,0.25
2973,HAAS BROTHERS,Aged Dark Rum,0.18
2974,Infinium Spirits,Flavored Gin,0.22
2975,Luxe Vintages LLC,Aged Dark Rum,0.05
2976,Trinity River Distillery LLC,Corn Whiskies,0.33
2977,RUSSIAN STANDARD VODKA,Imported Cordials & Liqueur,0.25
2978,Mhw LTD,Single Malt Scotch,0.21
2979,Vital Beverages,TEQUILA,0.17
2980,A HARDY USA LTD,American Vodkas,0.08
2981,Caledonia Spirits,American Vodkas,0.08
2982,VINO COM LLC,Scotch Whiskies,0.12
2983,Park Street Imports,Whiskey Liqueur,0.14
2984,Dakota Spirits Distillery,BLENDED WHISKIES,0.08
2985,The Country Vintner,AMERICAN DRY GINS,0.19
2986,PERNOD RICARD USA,American Brandies,0.26
2987,Altamar Brands LLC,Imported Brandies,0.16
2988,Winebow Inc,Imported Dry Gins,0.14
2989,"Hood River Distillers, Inc.",PEPPERMINT SCHNAPPS,0.16
2990,BRECKENRIDGE DISTILLERY,American Flavored Vodka,0.18
2991,PALM BAY INTERNATIONAL,Straight Bourbon Whiskies,0.28
2992,"Iconic Brands, Inc.",PUERTO RICO & VIRGIN ISLANDS RUM,0.08
2993,Fire Tail Brands Llc,MISC. AMERICAN CORDIALS & LIQUEURS,0.25
2994,Reservoir Distillery,Single Barrel Bourbon Whiskies,0.31
2995,"North Shore Distillery, LLC.",100 PROOF VODKA,0.07
2996,NORTH SHORE DISTILLERY,American Distilled Spirits Specialty,0.33
2997,"Chatham Imports,inc",IRISH WHISKIES,0.22
2998,Vision Wine and Spirits,IRISH WHISKIES,0.14
2999,Phillips Beverage Company,AMERICAN AMARETTO,0.14
3000,Pernod Ricard USA/Austin Nichols,BUTTERSCOTCH SCHNAPPS,0.14
3001,Duggan's Distillers Products Corp,BOTTLED IN BOND BOURBON,0.33
3002,HOTALING & CO,Flavored Gin,0.14
3003,Hood River Distillers,American Cordials & Liqueurs,0.09
3004,Paterno Imports LTD / Terlato Wines International,White Rum,0.3
3005,Park Street Imports,SPICED RUM,0.11
3006,SUTTER HOME WINERY INC / Trinchero Family Estates,Spiced Rum,0.29
3007,Mhw LTD,Mixto Tequila,0.29
3008,"Ti Beverage Group, Ltd",IMPORTED VODKA,0.08
3009,BENDISTILLERY,American Vodkas,0.24
3010,Boot Hill Distillery LLC,American Vodkas,0.21
3011,Gemini Spirits,SCOTCH WHISKIES,0.17
3012,Spirit of Hartford,CANADIAN WHISKIES,0.24
3013,PERNOD RICARD USA,Canadian Whiskies,0.0
3014,VINO COM LLC,Imported Dry Gins,0.25
3015,VINO COM LLC,100% Agave Tequila,0.04
3016,"North Shore Distillery, LLC.",PEPPERMINT SCHNAPPS,0.21
3017,"Minglewood Distilling Company, LLC",Straight Bourbon Whiskies,0.15
3018,PROST BEVERAGE COMPANY,Straight Bourbon Whiskies,0.2
3019,Vino.com dba Total Beverage Solution,American Cordials & Liqueur,0.3
3020,Stanley Stawski Distributing Co.,MISC. IMPORTED CORDIALS & LIQUEURS,0.17
3021,"Nestor Imports, Inc.",MISC. IMPORTED CORDIALS & LIQUEURS,0.08
3022,Caribbean Spirits Inc,Gold Rum,0.23
3023,Prestige Wine and Spirits Group,PEACH SCHNAPPS,0.12
3024,CHATHAM IMPORTS INC,Special Order Items,0.1
3025,Clear Creek Distillery,SINGLE MALT SCOTCH,0.26
3026,Luxco-Cleveland,WHITE CREME DE CACAO,0.16
3027,Vin Divino Ltd,Imported Distilled Spirit Specialty,0.28
3028,Grand Teton Distillery,Single Barrel Bourbon Whiskies,0.32
3029,Mhw LTD,Aged Dark Rum,0.13
3030,Shaw-Ross International,Straight Rye Whiskies,0.25
3031,Middle West Spirits,Delisted / Special Order Items,0.13
3032,Philly's Premium Beverages LLC,CREAM LIQUEURS,0.25
3033,Bendistillery,VODKA 80 PROOF,0.18
3034,Domaine Charbay,VODKA FLAVORED,0.2
3035,BACARDI USA INC,American Vodkas,0.27
3036,Vision Wine & Spirit LLC,American Vodkas,0.25
3037,"USA Wine West, LLC",Blended Whiskies,0.2
3038,Prestige Wine & Spirits Group / United States Distilled Products Co,American Brandies,0.19
3039,"Elixir, Inc.",American Cordials & Liqueur,0.23
3040,Liquor Group Wholesale,PUERTO RICO & VIRGIN ISLANDS RUM,0.28
3041,Edrington Group USA LLC,PUERTO RICO & VIRGIN ISLANDS RUM,0.08
3042,Keepers Quest Inc,Single Barrel Bourbon Whiskies,0.08
3043,LUXCO INC,Single Barrel Bourbon Whiskies,0.15
3044,A HARDY USA LTD,Aged Dark Rum,0.05
3045,MHW Ltd,MISCELLANEOUS  BRANDIES,0.11
3046,Brown-Forman Corporation,APRICOT BRANDIES,0.1
3047,Lapham Import Co,JAMAICA RUM,0.19
3048,"North Shore Distillery, LLC.",,0.23
3049,Koval Distillery,100 PROOF VODKA,0.19
3050,Anchor Distilling (PREISS IMPORTS),CORN WHISKIES,0.27
3051,Kings Country Distillery,Corn Whiskies,0.08
3052,Aiko Importers Inc,,0.1
3053,DISARONNO INTERNATIONAL,Holiday VAP,
3054,Gemini Spirits,Mezcal,0.58
3055,"Cedar Ridge Vineyards,LLC",FLAVORED RUM,0.32
3056,BACARDI USA INC,Mixto Tequila,0.84
3057,SpeakEasy Spirits,Cream Liqueurs,0.07
3058,HOTALING & CO,Blended Whiskies,0.32
3059,Jim Beam Brands,IMPORTED SCHNAPPS,0.12
3060,RUSSIAN STANDARD VODKA,Imported Brandies,0.29
3061,Cutwater Spirits LLC,100% Agave Tequila,0.24
3062,North Texas Distillery,AMERICAN COCKTAILS,0.26
3063,Prestige Wine & Spirits Group,American Flavored Vodka,0.33
3064,Bull Run Distillery LLC,Straight Bourbon Whiskies,0.18
3065,DIAGEO AMERICAS,Spiced Rum,0.31
3066,William Grant & Sons Inc,Spiced Rum,0.19
3067,SAZERAC NORTH AMERICA,Spiced Rum,0.15
3068,Heaven Hill Brands,Spiced Rum,0.32
3069,PROXIMO,Spiced Rum,0.03
3070,LUXCO INC,Spiced Rum,0.19
3071,Phillips Beverage,Spiced Rum,0.2
3072,BACARDI USA INC,Spiced Rum,0.14
3073,Prestige Wine & Spirits Group / United States Distilled Products Co,Spiced Rum,0.07
3074,MINHAS MICRO DISTILLERY,Spiced Rum,0.13
3075,SAZERAC COMPANY  INC,Spiced Rum,0.27
3076,Prestige Wine & Spirits Group,Spiced Rum,0.31
3077,DEHNER DISTILLERY,Spiced Rum,0.26
3078,JDSO INC / Red Boot Distillery,Spiced Rum,0.33
3079,Levecke Corporation,Spiced Rum,0.31
3080,STOLI GROUP,Spiced Rum,0.24
3081,Jim Beam Brands,Spiced Rum,0.24
3082,"John Ernest Distillery, Inc.",Spiced Rum,0.25
3083,"Sovereign Brands, LLC",Spiced Rum,0.27
3084,PARADISE DISTILLING COMPANY,Spiced Rum,0.14
3085,Mhw LTD,Spiced Rum,0.03
3086,STOLLER IMPORTS INC / MARSALLE COMPANY,Spiced Rum,0.25
3087,Red Boot Distillery,Spiced Rum,0.19
3088,"Drum Circle Distilling, LLC",Spiced Rum,0.06
3089,MARSALLE COMPANY,Spiced Rum,0.33
3090,SUTTER HOME WINERY INC,Spiced Rum,0.22
3091,Allegheny Distilling LLC,Spiced Rum,0.06
3092,KOLOA RUM COMPANY,Spiced Rum,0.2
3093,Stoller Warehouse,Spiced Rum,0.05
3094,BRECKENRIDGE DISTILLERY,Spiced Rum,0.25
3095,Park Street Imports,Spiced Rum,0.19
3096,SUTTER HOME WINERY INC / Trinchero Family Estates,Spiced Rum,0.15
